countyname,statename,fips_1,sociod_eqi_2jan2018_vc,air_eqi_2jan2018_vc,land_eqi_2jan2018_vc,water_eqi_2jan2018_vc,eqi_2jan2018_vc,pctnonwhite10,gdp2017b,metro,fac_penalty_count,CIDDist,FinalEC,estab,EPAregion,cases_2011,cases_2012,cases_2013,cases_2014,cases_2015,cases_2016,cases_2017,cases_2018,cases_2019,cases_2020,proportionObama
Autauga County,Alabama,01001,.52590954,.36615822,.018733162,1.4282582,-.28468168,22.753843,1.762558,1,7,220.4425029462765,1,22,4,0,1,0,0,0,0,0,0,0,0,1
Baldwin County,Alabama,01003,.70231909,-.71388358,-.40131962,.084552139,-.75496942,16.495213,7.3825579,1,13,25.09295442639839,0,183,4,0,0,0,0,0,0,0,0,0,0,0
Barbour County,Alabama,01005,-.69072813,-.57340521,.13894241,1.4241153,.0056379358,53.246899,.76176101,0,3,195.6220762296568,0,22,4,0,0,0,0,0,0,0,0,0,0,0
Bibb County,Alabama,01007,-.8120957,-.12238682,1.2368873,1.4246222,-.30403975,24.979271,.40674099,1,1,242.4866295815781,0,16,4,0,0,0,0,0,0,0,0,0,0,0
Blount County,Alabama,01009,-.43140784,-.22443213,-.24516718,1.4078432,-1.1416606,11.112661,.98796701,1,7,178.2818109498972,0,44,4,0,0,0,0,0,0,0,0,0,0,0
Bullock County,Alabama,01011,-.92429376,-.41313195,.44311437,1.4247169,-.10442379,78.083191,.244958,0,1,195.0704988149444,1,4,4,0,0,0,0,1,0,0,0,0,0,1
Butler County,Alabama,01013,-.81917048,.2299694,-.082912274,1.4314258,.29800236,45.939751,.630225,0,5,135.4184469792909,0,19,4,0,0,0,0,0,0,0,0,0,0,0
Calhoun County,Alabama,01015,-.08986073,.25005552,-.016947431,1.4199185,.24888033,26.386499,4.2444,1,27,105.7272599642886,0,100,4,0,0,0,0,0,0,0,0,0,0,0
Chambers County,Alabama,01017,-.67775667,-.88742447,.38674811,1.4113276,-.26948351,41.858833,.87273401,0,2,105.7914891024931,0,23,4,0,0,0,0,0,0,0,0,0,0,0
Cherokee County,Alabama,01019,-.8259514,-.45138177,-.5180769,1.4159825,-.20655589,7.9264307,.55880499,0,1,95.26156054288592,0,16,4,0,0,0,0,0,0,0,0,0,0,0
Chilton County,Alabama,01021,-.48608631,-.29326272,.350254,1.4187862,-.46377289,18.898792,.98358899,1,4,212.6102285784644,0,36,4,0,0,0,0,0,0,0,0,0,0,0
Choctaw County,Alabama,01023,-1.1398103,-.16210321,1.1300246,1.1460162,.42644635,44.440437,.55618298,0,1,175.3858278749467,0,5,4,0,0,0,0,0,0,0,0,0,0,0
Clarke County,Alabama,01025,-.92405397,-.1216594,.91190535,1.4312139,.60031784,46.026402,.81411499,0,4,116.89588203509,0,20,4,0,0,0,0,0,0,0,0,0,0,0
Clay County,Alabama,01027,-1.2673583,-.078893192,.3909089,1.415224,.20564525,19.71002,.39357701,0,2,118.6672305100046,0,10,4,0,0,0,0,0,0,0,0,0,0,0
Cleburne County,Alabama,01029,-1.1293385,-.024906315,.70814425,1.4056619,-.52003151,6.7860007,.30228901,0,1,87.59397733506265,0,10,4,0,0,0,0,0,0,0,0,0,0,0
Coffee County,Alabama,01031,.022996491,-.17335677,-.89960676,1.4273748,-.33747816,27.656763,1.426217,0,8,132.2306614362829,0,37,4,0,0,0,0,0,0,0,0,0,0,0
Colbert County,Alabama,01033,-.20358881,-.23244886,-.82166046,1.4101496,-.042118575,20.382891,2.4537311,1,15,296.5719865481432,0,89,4,0,0,0,0,0,0,0,0,0,0,0
Conecuh County,Alabama,01035,-1.2569915,-.96685469,.66991419,1.4309033,-.61074078,48.866043,.43977699,0,0,100.9648793419774,0,13,4,0,0,0,0,0,0,0,0,0,0,0
Coosa County,Alabama,01037,-1.2782284,.34609616,.81480712,1.4216887,-.90753323,34.101742,.18549199,0,0,165.8648121941656,0,6,4,0,0,0,0,0,0,0,0,0,0,0
Covington County,Alabama,01039,-.70059335,-.098189488,-.44146231,1.4268639,.20846261,15.924798,1.2695611,0,5,85.59845853580057,0,32,4,0,0,0,0,0,0,0,0,0,0,0
Crenshaw County,Alabama,01041,-.68618011,.24368797,.17225809,1.4305325,.36745343,27.944773,.441726,0,0,143.3590099556337,0,7,4,0,0,0,0,0,0,0,0,0,0,0
Cullman County,Alabama,01043,-.49935785,.44039848,-.33353001,1.4115615,-.13629973,7.2606521,2.8272879,0,10,197.0658957946619,0,101,4,0,0,0,0,0,0,0,0,0,0,0
Dale County,Alabama,01045,-.081781507,-.39133155,-.59190875,1.4278218,-.33937287,28.94669,2.83497,0,4,161.5986230233886,1,23,4,0,0,0,0,0,0,1,0,0,0,0
Dallas County,Alabama,01047,-.84586561,-.39516109,-.28506789,1.4212555,.12445901,71.072571,1.246698,0,9,190.1465869765991,0,39,4,0,0,0,0,0,0,0,0,0,0,0
DeKalb County,Alabama,01049,-.94635123,-.20744918,-.38478062,1.4064451,-.32530844,18.439297,1.977689,0,8,132.6237688910753,0,93,4,0,0,0,0,0,0,0,0,0,0,0
Elmore County,Alabama,01051,.35266024,-.37778056,-.14084588,1.4152596,-.76740897,25.035624,1.950579,1,5,177.0821391883966,0,57,4,0,0,0,0,0,0,0,0,0,0,0
Escambia County,Alabama,01053,-.85249835,-.46718603,-.55228478,1.4316113,-.18978959,38.651844,1.269744,0,8,73.41950116304149,0,37,4,0,0,0,0,0,0,0,0,0,0,0
Etowah County,Alabama,01055,-.20661277,-.21835256,.037609048,1.4108249,.0052612731,20.722971,3.095515,1,9,125.4149353216891,0,86,4,0,0,0,0,0,0,0,0,0,0,0
Fayette County,Alabama,01057,-.90853208,-1.0140787,.041778941,1.4106646,-.65749913,13.972507,.34464201,0,1,278.8967506422358,0,18,4,0,0,0,0,0,0,0,0,0,0,0
Franklin County,Alabama,01059,-.74281222,-.056013912,.22652537,1.4103327,-.23919839,20.360207,.96815097,0,3,293.9346122730377,0,43,4,0,0,0,0,0,0,0,0,0,0,0
Geneva County,Alabama,01061,-.86343074,-.37300614,-.93395734,1.4260437,-.56959343,15.296753,.52352101,1,1,117.9688871586904,0,19,4,0,0,0,0,0,0,0,0,0,0,0
Greene County,Alabama,01063,-1.2892742,.016242074,1.0889063,1.4260422,.77514708,82.730789,.218678,0,2,250.488775886021,0,9,4,0,0,0,0,0,0,0,0,0,0,0
Hale County,Alabama,01065,-1.1833162,-.063449331,.211018,1.4273969,.075531013,60.577412,.29310399,1,1,241.1064096871808,0,11,4,0,0,0,0,0,0,0,0,0,0,0
Henry County,Alabama,01067,-.75902808,-.041420061,-.81630504,1.4283916,-.36237317,32.198589,.422115,1,2,198.3845510385735,0,11,4,0,0,0,0,0,0,0,0,0,0,0
Houston County,Alabama,01069,.1941897,.055543583,-1.0804782,1.4280922,.1344329,31.331305,5.41014,1,8,167.7307663849369,0,102,4,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Alabama,01071,-.60658467,-.37816915,-.31770268,1.4053686,-.32418069,9.9385653,1.508968,0,6,160.2559401134748,0,62,4,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Alabama,01073,1.2813849,-.3508563,1.4378582,1.4144392,.29023525,48.332489,44.607662,1,69,196.0983842693943,0,529,4,0,0,0,0,0,0,0,0,0,0,0
Lamar County,Alabama,01075,-1.0921444,-1.6082715,.51802164,1.4288342,-1.2137746,13.883549,.343759,0,1,326.9542719565556,0,22,4,0,0,0,0,0,0,0,0,0,0,0
Lauderdale County,Alabama,01077,.12666738,-.27659741,-.70777553,1.4098973,-.34963068,14.541199,2.6514311,1,8,283.7626951985022,0,81,4,0,0,0,0,0,0,0,0,0,0,0
Lawrence County,Alabama,01079,-.41940561,-1.1285781,-1.0551811,1.4093102,-1.4006014,23.061243,.534109,1,4,256.3072088839043,0,28,4,0,0,0,0,0,0,0,0,0,0,0
Lee County,Alabama,01081,.8887561,-.55236691,.41150507,1.4143471,-.30077246,30.194586,6.1387239,1,23,131.4614225055862,1,129,4,0,0,1,0,0,0,0,0,0,0,1
Limestone County,Alabama,01083,.36772361,-.94288599,-1.2806569,1.4077235,-1.5622841,21.345221,3.782933,1,5,236.6896259407751,0,67,4,0,0,0,0,0,0,0,0,0,0,0
Lowndes County,Alabama,01085,-1.1307578,-.83687413,-.27387437,1.433553,-.536654,74.856178,.43707001,1,3,182.8793648843016,0,9,4,0,0,0,0,0,0,0,0,0,0,0
Macon County,Alabama,01087,-.49462271,-.10949235,.055515677,1.4140671,.21570612,84.770653,.550614,0,1,170.4380832931379,0,5,4,0,0,0,0,0,0,0,0,0,0,0
Madison County,Alabama,01089,1.7772566,-.18719642,-.81911117,1.4101608,-.38584149,33.859699,23.737673,1,27,196.2157805123925,0,283,4,0,0,0,0,0,0,0,0,0,0,0
Marengo County,Alabama,01091,-.52501714,-.95786649,.91636133,1.4235198,.30625311,54.311127,.72287399,0,3,190.1781484349284,0,15,4,0,0,0,0,0,0,0,0,0,0,0
Marion County,Alabama,01093,-.8311035,-.034376815,.010815588,1.4108133,-.22453734,7.3661299,.87046498,0,7,298.4346831505633,0,30,4,0,0,0,0,0,0,0,0,0,0,0
Marshall County,Alabama,01095,-.29454607,-.1078057,-.10693859,1.4084799,-.1083926,16.081661,3.469332,0,19,164.2856763171409,0,115,4,0,0,0,0,0,0,0,0,0,0,0
Mobile County,Alabama,01097,.44884628,-.36974108,-.12973584,1.4302596,-.31607106,40.9422,19.734787,1,49,88.6264386678713,3,306,4,1,0,0,0,2,0,0,0,0,0,1
Monroe County,Alabama,01099,-.83255208,-1.1699116,-.25270659,1.4289001,-.67986804,45.287846,.72451103,0,0,105.6955662182601,0,17,4,0,0,0,0,0,0,0,0,0,0,0
Montgomery County,Alabama,01101,1.0239626,.12662791,.12397153,1.4214255,.33151215,61.589706,14.011331,1,32,198.3833515720036,0,163,4,0,0,0,0,0,0,0,0,0,0,0
Morgan County,Alabama,01103,.28083035,-.8765676,-.212161,1.4099786,-.63875741,22.516529,5.5561051,1,14,209.7925642511346,0,156,4,0,0,0,0,0,0,0,0,0,0,0
Perry County,Alabama,01105,-1.1946466,-1.1142386,.26299736,1.4177876,-1.077033,70.333305,.209961,0,2,220.6232060678873,0,5,4,0,0,0,0,0,0,0,0,0,0,0
Pickens County,Alabama,01107,-.95249593,.1627463,.35136801,1.4232129,-.24425098,44.155781,.45249301,1,3,311.0203384520438,0,21,4,0,0,0,0,0,0,0,0,0,0,0
Pike County,Alabama,01109,-.12891532,-.14387193,-.19657591,1.424594,-.041466463,42.590961,1.392115,0,8,169.9285936541894,0,23,4,0,0,0,0,0,0,0,0,0,0,0
Randolph County,Alabama,01111,-.89787257,.21461788,.54408729,1.4042046,.32369125,24.584297,.48321399,0,2,89.17476734477707,0,23,4,0,0,0,0,0,0,0,0,0,0,0
Russell County,Alabama,01113,-.54855418,-.041535299,.062057555,1.4170586,-.0048466241,47.8894,1.495039,1,19,149.7636684038321,0,32,4,0,0,0,0,0,0,0,0,0,0,0
St. Clair County,Alabama,01115,.011776279,-1.1221325,.84216869,1.4208043,-1.1558994,12.735516,2.0203381,1,9,151.7580251511627,0,73,4,0,0,0,0,0,0,0,0,0,0,0
Shelby County,Alabama,01117,1.9476124,-.72045922,.31658193,1.4216471,-.84392333,19.844683,11.639599,1,27,184.9494575239788,0,167,4,0,0,0,0,0,0,0,0,0,0,0
Sumter County,Alabama,01119,-1.3747352,-1.3496393,.79985607,1.4308505,-.12109718,75.993607,.32404199,0,5,231.3920328539038,0,5,4,0,0,0,0,0,0,0,0,0,0,0
Talladega County,Alabama,01121,-.51352197,-.07896585,-.10893622,1.4131635,-.10339159,35.498413,3.170439,0,7,130.3279226762088,0,84,4,0,0,0,0,0,0,0,0,0,0,0
Tallapoosa County,Alabama,01123,-.48967826,-.87724668,.68468624,1.4132831,-.13299511,30.704536,1.318572,0,5,132.1945521717058,0,31,4,0,0,0,0,0,0,0,0,0,0,0
Tuscaloosa County,Alabama,01125,.70861572,-.068274394,.54670846,1.4137694,-.021346757,34.956539,10.228417,1,25,252.2077820977393,0,139,4,0,0,0,0,0,0,0,0,0,0,0
Walker County,Alabama,01127,-.84482491,-.91881442,.49049214,1.4104133,-.5330292,9.6026735,2.005235,1,14,235.4386816903268,0,56,4,0,0,0,0,0,0,0,0,0,0,0
Washington County,Alabama,01129,-1.1709483,-.53609121,.41180611,1.4299608,-.51141268,34.844433,.84137303,0,6,118.3348149780466,0,12,4,0,0,0,0,0,0,0,0,0,0,0
Wilcox County,Alabama,01131,-1.4723166,-.10173646,.36320251,1.4199654,.72314823,73.350471,.43052599,0,0,165.7431404468494,0,8,4,0,0,0,0,0,0,0,0,0,0,0
Winston County,Alabama,01133,-.88784945,.42097908,.11611096,1.4106848,.040561404,5.093122,.71995902,0,11,251.0484356180436,0,43,4,0,0,0,0,0,0,0,0,0,0,0
Aleutians East Borough,Alaska,02013,-1.3560578,.27560487,4.0892549,-.039182782,1.814767,86.469276,.31266499,0,2,717.1069609955297,0,5,10,0,0,0,0,0,0,0,0,0,0,0
Aleutians West Census Area,Alaska,02016,-.83565223,2.7463777,3.6212046,.031680733,2.4698284,68.62075,.79525,0,7,1286.909679903227,4,6,10,1,0,0,0,3,0,0,0,0,0,1
Anchorage Municipality,Alaska,02020,1.780327,1.8533996,3.7092941,-.6961872,1.7377722,37.355137,23.195621,1,36,0,3,177,10,1,0,2,0,0,0,0,0,0,0,1
Bethel Census Area,Alaska,02050,-.83751363,.34965172,3.9320271,-.055668291,1.2044122,89.102455,.71108299,0,4,189.4136772411999,1,0,10,0,0,0,0,0,1,0,0,0,0,1
Bristol Bay Borough,Alaska,02060,.051247001,2.030935,3.5593684,.027485255,4.1347728,52.256767,.13301501,0,3,460.7928898660519,0,9,10,0,0,0,0,0,0,0,0,0,0,0
Denali Borough,Alaska,02068,.25121063,2.4617097,3.9837523,.17631324,3.847362,11.610077,.27116099,0,4,186.49375516283,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Dillingham Census Area,Alaska,02070,-.44119522,2.1612482,3.6075006,-.02111735,2.8058889,82.360222,.27688801,0,1,372.3435065761831,0,5,10,0,0,0,0,0,0,0,0,0,0,0
Fairbanks North Star Borough,Alaska,02090,.98744911,1.9648199,3.9391005,-.91652882,2.0677679,25.949722,5.7659879,1,18,319.0753252964323,1,69,10,0,1,0,0,0,0,0,0,0,0,1
Haines Borough,Alaska,02100,.68438846,.22927035,4.2317314,-.040350981,2.457036,17.783092,.112647,0,2,841.892225852725,0,7,10,0,0,0,0,0,0,0,0,0,0,0
Hoonah-Angoon Census Area,Alaska,02105,-1.1133987,6.7126737,3.891495,1.4032539,6.4085612,53.813953,.088063002,0,0,776.2463025152261,0,3,10,0,0,0,0,0,0,0,0,0,0,0
Juneau City and Borough,Alaska,02110,1.8485202,2.6434045,3.9515657,.33576709,3.0403638,32.645885,2.511152,0,12,934.6569045746327,0,34,10,0,0,0,0,0,0,0,0,0,0,0
Kenai Peninsula Borough,Alaska,02122,.35406503,1.7246556,3.869324,-.19437967,2.6429133,17.185921,2.8107641,0,20,24.63320912092675,1,63,10,0,0,0,1,0,0,0,0,0,0,1
Ketchikan Gateway Borough,Alaska,02130,.82560909,1.1627407,3.8829396,.25998664,2.6546297,33.828003,.924927,0,6,974.8600226716705,0,17,10,0,0,0,0,0,0,0,0,0,0,0
Kodiak Island Borough,Alaska,02150,.051258471,1.257989,3.6666794,-.028249875,2.3999403,47.491173,.82000297,0,8,263.1375026581146,3,25,10,0,0,2,1,0,0,0,0,0,0,1
Lake and Peninsula Borough,Alaska,02164,-1.7337185,1.1079456,3.4989655,.21689865,2.9771802,77.805031,.090140998,0,0,216.8638295140538,0,3,10,0,0,0,0,0,0,0,0,0,0,0
Matanuska-Susitna Borough,Alaska,02170,.40480769,2.7933755,4.0883803,-.12582888,2.1595314,17.213327,2.6470749,1,7,5.028227714115303,1,61,10,0,1,0,0,0,0,0,0,0,0,1
Nome Census Area,Alaska,02180,-.94477022,1.2725497,4.0262523,-.018595867,2.3279068,84.081337,.447593,0,7,634.3337812452419,0,3,10,0,0,0,0,0,0,0,0,0,0,0
North Slope Borough,Alaska,02185,-.69570613,2.2943373,3.6524568,-.22048992,1.2928665,67.560974,6.669857,0,18,632.7513914426801,1,0,10,0,1,0,0,0,0,0,0,0,0,1
Northwest Arctic Borough,Alaska,02188,-1.4825408,1.944265,3.9454079,.18927422,2.0823479,88.967171,.63805598,0,0,577.9007587814262,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Petersburg Borough,Alaska,02195,-.64349473,6.6970544,3.8610129,1.4052813,6.572124,30.563566,.17055,0,1,1069.690288948123,0,4,10,0,0,0,0,0,0,0,0,0,0,0
Prince of Wales-Hyder Census Area,Alaska,02198,-1.2417922,6.69555,3.5511012,1.4124626,6.1887794,50.422741,.241824,0,0,1030.322132649766,0,10,10,0,0,0,0,0,0,0,0,0,0,0
Sitka City and Borough,Alaska,02220,1.2866749,2.2225153,3.7148323,.39490259,3.2859471,36.48238,.47969401,0,2,905.2238143368269,0,19,10,0,0,0,0,0,0,0,0,0,0,0
Skagway Municipality,Alaska,02230,-.13989742,6.7153354,3.8549049,1.4063181,6.7864194,9.9173555,.093465999,0,0,880.6916840121565,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Southeast Fairbanks Census Area,Alaska,02240,-.2677401,2.0442424,3.9453952,-.059384327,2.728586,21.254803,.64753598,0,4,277.5273148048287,0,3,10,0,0,0,0,0,0,0,0,0,0,0
Wrangell City and Borough,Alaska,02275,-.9436875,6.6952314,3.7055078,1.4079933,6.3986111,28.281975,.094295003,0,3,1110.418888659281,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Yakutat City and Borough,Alaska,02282,-.33747479,2.2412374,4.1984997,1.4217367,4.1611285,59.516613,.027125999,0,0,385.3097084150511,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Yukon-Koyukuk Census Area,Alaska,02290,-1.5814877,2.7888577,4.0051541,-.14520004,3.6297081,78.203293,.282318,0,3,214.4346413914106,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Apache County,Arizona,04001,-1.4825424,1.690504,.72128016,-.73951852,.09364292,79.630302,2.6404841,0,8,452.3284620629071,0,10,9,0,0,0,0,0,0,0,0,0,0,0
Cochise County,Arizona,04003,.52164894,1.0260158,.86478561,-1.2130409,.42555624,41.524677,4.5850539,1,13,627.9313173839533,0,40,9,0,0,0,0,0,0,0,0,0,0,0
Coconino County,Arizona,04005,1.0398318,.62046063,1.9358332,-1.0254961,.78720444,44.777229,7.8984551,1,5,421.9831359994707,0,84,9,0,0,0,0,0,0,0,0,0,0,0
Gila County,Arizona,04007,-.50978673,.10866201,2.4157078,-.74337834,.65484613,34.141834,1.6905659,0,1,528.1276823509576,0,14,9,0,0,0,0,0,0,0,0,0,0,0
Graham County,Arizona,04009,-.57636362,.77851534,1.1843463,-.5741505,.38954467,47.654488,.970128,0,3,625.6998709327207,0,17,9,0,0,0,0,0,0,0,0,0,0,0
Greenlee County,Arizona,04011,-.51052392,.92158461,1.7194219,-.7466436,.7656225,51.949745,1.4058909,0,0,714.398095676703,0,0,9,0,0,0,0,0,0,0,0,0,0,0
La Paz County,Arizona,04012,-1.1226473,1.5603667,.81792891,-.8454265,1.459242,37.263897,.66407001,0,4,232.5051960600927,0,8,9,0,0,0,0,0,0,0,0,0,0,0
Maricopa County,Arizona,04013,1.8053137,.47407147,.050574929,-1.6114023,-.79859805,41.315525,237.58121,1,109,357.298673882324,1,2904,9,0,0,0,0,0,0,1,0,0,0,0
Mohave County,Arizona,04015,-.07951542,-1.4227675,2.0959845,-.84660476,-.80903691,20.385042,5.3233991,1,34,321.57385059133,0,145,9,0,0,0,0,0,0,0,0,0,0,0
Navajo County,Arizona,04017,-.65988123,.1397391,.77144706,-1.4552863,-.20446518,56.089867,2.9014921,0,2,432.9286011601786,0,37,9,0,0,0,0,0,0,0,0,0,0,0
Pima County,Arizona,04019,1.421033,.67733741,1.0311142,-1.3622431,-.28662765,44.739323,42.330593,1,20,358.6440583131965,0,574,9,0,0,0,0,0,0,0,0,0,0,0
Pinal County,Arizona,04021,.49179813,-.42148253,-.12259852,-1.1619804,-2.155206,41.324215,8.4868298,1,11,462.518946282251,2,131,9,0,1,1,0,0,0,0,0,0,0,1
Santa Cruz County,Arizona,04023,-.32915822,-.052465778,1.9549792,-1.3031768,.099101536,84.048927,1.848358,0,2,560.8232850738985,0,33,9,0,0,0,0,0,0,0,0,0,0,0
Yavapai County,Arizona,04025,.8937068,.55854875,2.2831235,-.92472601,.80472219,18.037464,7.2290411,1,9,382.2344605364868,0,191,9,0,0,0,0,0,0,0,0,0,0,0
Yuma County,Arizona,04027,-.28243819,.26776761,-.068821587,-.92503053,-.62460852,64.739899,7.5434322,1,10,220.3106139690538,0,80,9,0,0,0,0,0,0,0,0,0,0,0
Arkansas County,Arkansas,05001,-.38548058,-.14361411,-.93290347,-.18852068,.2690762,28.960514,.98177803,0,6,389.5808406262138,0,24,6,0,0,0,0,0,0,0,0,0,0,0
Ashley County,Arkansas,05003,-.62125069,.066635653,-.85230899,-.73194259,.058645211,31.812567,.79241598,0,8,289.0505869008584,0,27,6,0,0,0,0,0,0,0,0,0,0,0
Baxter County,Arkansas,05005,-.037047416,-.30933282,.92427665,-.66360468,.24495664,4.0372896,1.3899209,0,2,292.9591839903565,0,46,6,0,0,0,0,0,0,0,0,0,0,0
Benton County,Arkansas,05007,1.028466,.77522814,.033018429,-.73156351,-.31869087,23.373198,14.67003,1,17,272.1395757677667,0,183,6,0,0,0,0,0,0,0,0,0,0,0
Boone County,Arkansas,05009,-.1692349,-.61109859,-.13828593,-.67968428,-.31508505,4.7800994,1.291432,0,7,301.1313170631827,0,45,6,0,0,0,0,0,0,0,0,0,0,0
Bradley County,Arkansas,05011,-.93787867,.64765716,.95262849,-.67731476,.90008885,41.988182,.330093,0,0,319.2777281193772,0,7,6,0,0,0,0,0,0,0,0,0,0,0
Calhoun County,Arkansas,05013,-1.4160079,.36744195,1.0320998,-.17926164,-.080272973,26.620716,.33796901,0,5,338.8648673318496,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Carroll County,Arkansas,05015,-.13794793,.38563818,.43938425,-.87424797,.67265391,15.973184,.83274001,0,2,283.2533160984011,0,26,6,0,0,0,0,0,0,0,0,0,0,0
Chicot County,Arkansas,05017,-1.3330522,.5533216,-1.1183454,-.6753208,.82262027,59.652542,.26870999,0,2,287.1883679135738,0,5,6,0,0,0,0,0,0,0,0,0,0,0
Clark County,Arkansas,05019,-.19552359,.21976452,.50660187,-.15145671,.41755146,29.649925,.778588,0,5,341.8274213443553,0,25,6,0,0,0,0,0,0,0,0,0,0,0
Clay County,Arkansas,05021,-.80245668,.23378898,-1.4528953,-.69190937,-.52433133,3.146179,.34373799,0,0,238.2566551688435,0,10,6,0,0,0,0,0,0,0,0,0,0,0
Cleburne County,Arkansas,05023,-.73759729,.51126176,-.11237842,.038885463,.2959038,4.1432424,.62517297,0,6,354.9664609986557,0,33,6,0,0,0,0,0,0,0,0,0,0,0
Cleveland County,Arkansas,05025,-.55728281,.42833698,1.0007949,-.71133858,-.22512712,14.903901,.132301,1,2,373.8540863032678,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Columbia County,Arkansas,05027,-.38148007,.097774297,.44535238,-.74629974,.26335153,40.758389,.866831,0,16,309.052265648099,0,26,6,0,0,0,0,0,0,0,0,0,0,0
Conway County,Arkansas,05029,-.47376806,-.36326766,-.85062993,.020388111,-.22139178,17.580971,.696477,0,6,407.8205240277221,0,21,6,0,0,0,0,0,0,0,0,0,0,0
Craighead County,Arkansas,05031,.38997167,.7094689,-1.5387403,.055271074,-.1110452,20.408947,4.517827,1,16,294.5297123494226,0,92,6,0,0,0,0,0,0,0,0,0,0,0
Crawford County,Arkansas,05033,-.33670095,.028104957,.14664204,-.69605106,-.66531456,13.201395,1.695496,1,7,355.5643542142124,0,53,6,0,0,0,0,0,0,0,0,0,0,0
Crittenden County,Arkansas,05035,-.36547297,.1034008,-1.287408,-.66968113,-.41027167,54.760128,1.752818,1,47,356.9581149542008,0,31,6,0,0,0,0,0,0,0,0,0,0,0
Cross County,Arkansas,05037,-.5692662,-.81359655,-1.153881,-.77715111,-.7697376,25.33296,.45834699,0,4,357.5278826963557,0,13,6,0,0,0,0,0,0,0,0,0,0,0
Dallas County,Arkansas,05039,-.88123244,.15415145,1.2084616,1.4249974,1.0774115,45.872353,.230865,0,2,379.0439230754693,0,8,6,0,0,0,0,0,0,0,0,0,0,0
Desha County,Arkansas,05041,-.82282877,.12817687,-1.4085056,-.63025135,.52743417,53.236473,.52361602,0,6,344.6000780637294,0,9,6,0,0,0,0,0,0,0,0,0,0,0
Drew County,Arkansas,05043,-.2834228,.29622999,-.9426263,-.67161506,.12648858,31.995245,.61177403,0,9,331.5345476825283,0,20,6,0,0,0,0,0,0,0,0,0,0,0
Faulkner County,Arkansas,05045,.85582,.3376168,-.39574051,.015572267,-.55327773,17.583475,3.7736599,1,24,402.3408859666362,0,86,6,0,0,0,0,0,0,0,0,0,0,0
Franklin County,Arkansas,05047,-.88406563,.30964172,-.014144085,-.10942706,.24428254,6.2234483,.41029701,0,4,361.0964721345554,0,17,6,0,0,0,0,0,0,0,0,0,0,0
Fulton County,Arkansas,05049,-1.1328957,.68736726,.63796073,-.66385579,.37500593,3.5933032,.17332,0,2,262.1645909950817,0,12,6,0,0,0,0,0,0,0,0,0,0,0
Garland County,Arkansas,05051,.21716481,.83956879,1.8566151,.072137013,.98301339,16.040781,3.297461,1,14,361.2341411046104,0,88,6,0,0,0,0,0,0,0,0,0,0,0
Grant County,Arkansas,05053,-.26875898,.14819865,1.1269647,1.4238012,.012127956,5.8925672,.40715101,1,3,410.1935674608405,0,14,6,0,0,0,0,0,0,0,0,0,0,0
Greene County,Arkansas,05055,-.31267986,-.40257457,-1.3231347,-.13827826,-.90849274,4.571157,1.391745,0,5,265.2084976950168,0,47,6,0,0,0,0,0,0,0,0,0,0,0
Hempstead County,Arkansas,05057,-.73243833,.24722463,.062055539,-.71298784,.23975693,43.51807,.99746501,0,4,280.7659730566464,0,24,6,0,0,0,0,0,0,0,0,0,0,0
Hot Spring County,Arkansas,05059,-.48997942,-.43865106,.22465152,.010771845,-.72393906,15.855177,1.040555,0,4,358.0622041577864,0,33,6,0,0,0,0,0,0,0,0,0,0,0
Howard County,Arkansas,05061,-.8539077,.042253219,-.36023572,-.69859272,.32454234,32.612953,.63625097,0,4,282.5676877255567,0,17,6,0,0,0,0,0,0,0,0,0,0,0
Independence County,Arkansas,05063,-.33348206,-.042868663,-.65056294,-.16151358,-.20040464,10.186373,1.814024,0,11,318.6381198706622,0,39,6,0,0,0,0,0,0,0,0,0,0,0
Izard County,Arkansas,05065,-.74158257,.0057180072,.1730106,-.67680252,-.091357492,5.0379672,.27883601,0,7,296.0609747662916,0,5,6,0,0,0,0,0,0,0,0,0,0,0
Jackson County,Arkansas,05067,-1.1963657,.49356288,-1.036857,-.75262433,.14178173,21.209091,.65077502,0,4,315.483117633823,0,15,6,0,0,0,0,0,0,0,0,0,0,0
Jefferson County,Arkansas,05069,-.19299769,.2142977,-1.2584941,-.7431156,-.014472174,58.610447,3.135246,1,19,406.2504579052331,0,50,6,0,0,0,0,0,0,0,0,0,0,0
Johnson County,Arkansas,05071,-.71449357,-.54312366,.34135658,-.67272931,-.58378518,16.491777,.67381799,0,4,366.1408524758527,0,33,6,0,0,0,0,0,0,0,0,0,0,0
Lafayette County,Arkansas,05073,-1.455367,.96778703,-.71319491,-.71375197,.67651832,40.052322,.143086,0,6,275.2980131883885,0,6,6,0,0,0,0,0,0,0,0,0,0,0
